Name,Season,League,Build-up Play Speed,Build-up Play Speed Class,Build-up Play Dribbling,Build-up Play Dribbling Class,Build-up Play Passing,Build-up Passing Class,Build-up Play Positioning Class,Chance Creation Passing,Chance Creation Passing Class,Chance Creation Crossing,Chance Creation Crossing Class,Chance Creation Shooting,Chance Creation Shooting Class,Chance Creation Positioning Class,Defence Pressure,Defence Pressure Class,Defence Aggression,Defence Aggression Class,Defence Team Width,Defence Team Width Class,Defence Defender Line Class
FC Thun,2013/2014,Switzerland Super League,58,Balanced,,Little,35,Mixed,Organised,67,Risky,32,Little,66,Normal,Organised,47,Medium,45,Press,53,Normal,Cover
FC Thun,2014/2015,Switzerland Super League,58,Balanced,59,Normal,35,Mixed,Organised,64,Normal,36,Normal,66,Normal,Organised,47,Medium,45,Press,53,Normal,Cover
FC Thun,2015/2016,Switzerland Super League,58,Balanced,59,Normal,35,Mixed,Organised,64,Normal,36,Normal,66,Normal,Organised,47,Medium,45,Press,53,Normal,Cover
BSC Young Boys,2009/2010,Switzerland Super League,55,Balanced,,Little,55,Mixed,Organised,55,Normal,70,Lots,60,Normal,Organised,55,Medium,55,Press,60,Normal,Offside Trap
BSC Young Boys,2010/2011,Switzerland Super League,60,Balanced,,Little,57,Mixed,Organised,65,Normal,69,Lots,68,Lots,Organised,48,Medium,49,Press,61,Normal,Cover
BSC Young Boys,2011/2012,Switzerland Super League,52,Balanced,,Little,69,Long,Organised,39,Normal,70,Lots,46,Normal,Organised,44,Medium,34,Press,50,Normal,Cover
BSC Young Boys,2013/2014,Switzerland Super League,52,Balanced,,Little,69,Long,Organised,39,Normal,70,Lots,46,Normal,Organised,44,Medium,34,Press,50,Normal,Cover
BSC Young Boys,2014/2015,Switzerland Super League,52,Balanced,56,Normal,64,Mixed,Organised,39,Normal,66,Normal,46,Normal,Organised,44,Medium,34,Press,50,Normal,Cover
BSC Young Boys,2015/2016,Switzerland Super League,52,Balanced,56,Normal,64,Mixed,Organised,39,Normal,66,Normal,46,Normal,Organised,44,Medium,34,Press,50,Normal,Cover
Stoke City,2009/2010,England Premier League,65,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover
Stoke City,2010/2011,England Premier League,50,Balanced,,Little,80,Long,Organised,30,Safe,70,Lots,35,Normal,Organised,25,Deep,65,Press,50,Normal,Cover
Stoke City,2011/2012,England Premier League,75,Fast,,Little,75,Long,Organised,40,Normal,72,Lots,55,Normal,Organised,50,Medium,58,Press,45,Normal,Cover
Stoke City,2013/2014,England Premier League,75,Fast,,Little,73,Long,Organised,59,Normal,61,Normal,38,Normal,Organised,32,Deep,37,Press,41,Normal,Cover
Stoke City,2014/2015,England Premier League,48,Balanced,24,Little,55,Mixed,Organised,51,Normal,57,Normal,37,Normal,Organised,38,Medium,40,Press,41,Normal,Cover
Stoke City,2015/2016,England Premier League,48,Balanced,41,Normal,49,Mixed,Organised,51,Normal,59,Normal,49,Normal,Organised,44,Medium,37,Press,51,Normal,Cover
FC Luzern,2009/2010,Switzerland Super League,45,Balanced,,Little,60,Mixed,Organised,45,Normal,70,Lots,60,Normal,Organised,40,Medium,45,Press,50,Normal,Offside Trap
FC Luzern,2010/2011,Switzerland Super League,48,Balanced,,Little,57,Mixed,Organised,63,Normal,34,Normal,64,Normal,Organised,56,Medium,45,Press,52,Normal,Cover
FC Luzern,2011/2012,Switzerland Super League,46,Balanced,,Little,48,Mixed,Organised,51,Normal,53,Normal,55,Normal,Organised,48,Medium,47,Press,50,Normal,Cover
FC Luzern,2013/2014,Switzerland Super League,46,Balanced,,Little,48,Mixed,Organised,51,Normal,53,Normal,55,Normal,Organised,48,Medium,47,Press,50,Normal,Cover
FC Luzern,2014/2015,Switzerland Super League,63,Balanced,51,Normal,51,Mixed,Organised,54,Normal,40,Normal,66,Normal,Organised,48,Medium,53,Press,50,Normal,Cover
FC Luzern,2015/2016,Switzerland Super League,63,Balanced,51,Normal,51,Mixed,Organised,54,Normal,40,Normal,66,Normal,Organised,48,Medium,53,Press,50,Normal,Cover
Villarreal CF,2009/2010,Spain LIGA BBVA,64,Balanced,,Little,30,Short,Free Form,55,Normal,35,Normal,70,Lots,Free Form,65,Medium,30,Contain,70,Wide,Offside Trap
Villarreal CF,2010/2011,Spain LIGA BBVA,42,Balanced,,Little,41,Mixed,Free Form,53,Normal,38,Normal,70,Lots,Free Form,50,Medium,48,Press,54,Normal,Cover
Villarreal CF,2011/2012,Spain LIGA BBVA,20,Slow,,Little,26,Short,Organised,43,Normal,57,Normal,58,Normal,Organised,51,Medium,51,Press,56,Normal,Cover
Villarreal CF,2013/2014,Spain LIGA BBVA,24,Slow,,Little,26,Short,Organised,43,Normal,57,Normal,58,Normal,Organised,51,Medium,51,Press,56,Normal,Cover
Villarreal CF,2014/2015,Spain LIGA BBVA,35,Balanced,42,Normal,35,Mixed,Organised,43,Normal,57,Normal,58,Normal,Organised,51,Medium,51,Press,56,Normal,Cover
Villarreal CF,2015/2016,Spain LIGA BBVA,48,Balanced,42,Normal,36,Mixed,Free Form,36,Normal,52,Normal,55,Normal,Free Form,47,Medium,48,Press,44,Normal,Cover
SC Beira Mar,2010/2011,Portugal Liga ZON Sagres,48,Balanced,,Little,46,Mixed,Free Form,50,Normal,50,Normal,57,Normal,Organised,47,Medium,55,Press,53,Normal,Cover
SC Beira Mar,2011/2012,Portugal Liga ZON Sagres,39,Balanced,,Little,48,Mixed,Organised,53,Normal,53,Normal,59,Normal,Organised,37,Medium,52,Press,61,Normal,Cover
CS Marítimo,2009/2010,Portugal Liga ZON Sagres,30,Slow,,Little,30,Short,Organised,55,Normal,50,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
CS Marítimo,2010/2011,Portugal Liga ZON Sagres,30,Slow,,Little,30,Short,Organised,55,Normal,60,Normal,50,Normal,Organised,49,Medium,45,Press,50,Normal,Offside Trap
CS Marítimo,2011/2012,Portugal Liga ZON Sagres,38,Balanced,,Little,44,Mixed,Organised,54,Normal,76,Lots,55,Normal,Organised,38,Medium,49,Press,46,Normal,Cover
CS Marítimo,2013/2014,Portugal Liga ZON Sagres,38,Balanced,,Little,44,Mixed,Organised,54,Normal,76,Lots,55,Normal,Organised,38,Medium,49,Press,46,Normal,Cover
CS Marítimo,2014/2015,Portugal Liga ZON Sagres,67,Fast,49,Normal,66,Mixed,Free Form,67,Risky,64,Normal,55,Normal,Organised,37,Medium,45,Press,44,Normal,Cover
CS Marítimo,2015/2016,Portugal Liga ZON Sagres,61,Balanced,49,Normal,66,Mixed,Organised,67,Risky,64,Normal,55,Normal,Organised,38,Medium,49,Press,46,Normal,Cover
CD Nacional,2009/2010,Portugal Liga ZON Sagres,45,Balanced,,Little,30,Short,Organised,60,Normal,55,Normal,50,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
CD Nacional,2010/2011,Portugal Liga ZON Sagres,47,Balanced,,Little,30,Short,Organised,60,Normal,55,Normal,50,Normal,Organised,35,Medium,55,Press,48,Normal,Cover
CD Nacional,2011/2012,Portugal Liga ZON Sagres,41,Balanced,,Little,43,Mixed,Organised,53,Normal,59,Normal,53,Normal,Organised,49,Medium,50,Press,57,Normal,Cover
CD Nacional,2013/2014,Portugal Liga ZON Sagres,41,Balanced,,Little,43,Mixed,Organised,53,Normal,59,Normal,53,Normal,Organised,49,Medium,50,Press,57,Normal,Cover
CD Nacional,2014/2015,Portugal Liga ZON Sagres,41,Balanced,59,Normal,43,Mixed,Organised,53,Normal,44,Normal,53,Normal,Organised,42,Medium,42,Press,57,Normal,Cover
CD Nacional,2015/2016,Portugal Liga ZON Sagres,65,Balanced,59,Normal,43,Mixed,Organised,53,Normal,44,Normal,53,Normal,Organised,42,Medium,42,Press,57,Normal,Cover
Académica de Coimbra,2009/2010,Portugal Liga ZON Sagres,30,Slow,,Little,30,Short,Organised,50,Normal,60,Normal,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
Académica de Coimbra,2010/2011,Portugal Liga ZON Sagres,30,Slow,,Little,50,Mixed,Organised,50,Normal,50,Normal,55,Normal,Organised,30,Deep,45,Press,65,Normal,Cover
Académica de Coimbra,2011/2012,Portugal Liga ZON Sagres,45,Balanced,,Little,44,Mixed,Organised,55,Normal,57,Normal,60,Normal,Organised,52,Medium,38,Press,61,Normal,Cover
Académica de Coimbra,2013/2014,Portugal Liga ZON Sagres,45,Balanced,,Little,44,Mixed,Organised,55,Normal,57,Normal,60,Normal,Organised,52,Medium,38,Press,61,Normal,Cover
Académica de Coimbra,2014/2015,Portugal Liga ZON Sagres,52,Balanced,53,Normal,44,Mixed,Organised,55,Normal,51,Normal,60,Normal,Organised,39,Medium,38,Press,61,Normal,Cover
Académica de Coimbra,2015/2016,Portugal Liga ZON Sagres,53,Balanced,53,Normal,44,Mixed,Organised,55,Normal,51,Normal,60,Normal,Organised,39,Medium,38,Press,61,Normal,Cover
ADO Den Haag,2009/2010,Netherlands Eredivisie,30,Slow,,Little,35,Mixed,Organised,30,Safe,50,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
ADO Den Haag,2010/2011,Netherlands Eredivisie,53,Balanced,,Little,53,Mixed,Organised,48,Normal,67,Lots,66,Normal,Organised,46,Medium,62,Press,65,Normal,Cover
ADO Den Haag,2011/2012,Netherlands Eredivisie,38,Balanced,,Little,44,Mixed,Organised,55,Normal,60,Normal,44,Normal,Organised,50,Medium,58,Press,62,Normal,Cover
ADO Den Haag,2013/2014,Netherlands Eredivisie,38,Balanced,,Little,47,Mixed,Organised,55,Normal,55,Normal,44,Normal,Organised,50,Medium,58,Press,52,Normal,Cover
ADO Den Haag,2014/2015,Netherlands Eredivisie,58,Balanced,47,Normal,55,Mixed,Organised,55,Normal,52,Normal,44,Normal,Organised,57,Medium,50,Press,52,Normal,Cover
ADO Den Haag,2015/2016,Netherlands Eredivisie,56,Balanced,40,Normal,66,Mixed,Organised,55,Normal,52,Normal,38,Normal,Organised,40,Medium,50,Press,52,Normal,Cover
Excelsior,2010/2011,Netherlands Eredivisie,73,Fast,,Little,59,Mixed,Organised,77,Risky,33,Little,52,Normal,Organised,25,Deep,47,Press,33,Narrow,Cover
Excelsior,2011/2012,Netherlands Eredivisie,47,Balanced,,Little,52,Mixed,Organised,63,Normal,45,Normal,37,Normal,Organised,23,Deep,30,Contain,32,Narrow,Cover
Excelsior,2015/2016,Netherlands Eredivisie,53,Balanced,41,Normal,69,Long,Organised,48,Normal,45,Normal,43,Normal,Organised,29,Deep,41,Press,36,Normal,Cover
RKC Waalwijk,2009/2010,Netherlands Eredivisie,30,Slow,,Little,50,Mixed,Organised,35,Normal,60,Normal,55,Normal,Organised,50,Medium,45,Press,55,Normal,Cover
RKC Waalwijk,2011/2012,Netherlands Eredivisie,47,Balanced,,Little,48,Mixed,Organised,42,Normal,38,Normal,55,Normal,Organised,41,Medium,41,Press,43,Normal,Cover
RKC Waalwijk,2013/2014,Netherlands Eredivisie,47,Balanced,,Little,48,Mixed,Organised,66,Normal,38,Normal,55,Normal,Organised,29,Deep,28,Contain,36,Normal,Cover
SC Heerenveen,2009/2010,Netherlands Eredivisie,35,Balanced,,Little,30,Short,Organised,45,Normal,45,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
SC Heerenveen,2010/2011,Netherlands Eredivisie,49,Balanced,,Little,48,Mixed,Free Form,52,Normal,67,Lots,52,Normal,Organised,58,Medium,60,Press,65,Normal,Cover
SC Heerenveen,2011/2012,Netherlands Eredivisie,67,Fast,,Little,53,Mixed,Organised,48,Normal,75,Lots,39,Normal,Organised,45,Medium,44,Press,48,Normal,Cover
SC Heerenveen,2013/2014,Netherlands Eredivisie,47,Balanced,,Little,37,Mixed,Organised,48,Normal,52,Normal,42,Normal,Organised,46,Medium,44,Press,48,Normal,Cover
SC Heerenveen,2014/2015,Netherlands Eredivisie,53,Balanced,48,Normal,46,Mixed,Organised,65,Normal,43,Normal,46,Normal,Organised,46,Medium,44,Press,48,Normal,Cover
SC Heerenveen,2015/2016,Netherlands Eredivisie,54,Balanced,40,Normal,56,Mixed,Organised,65,Normal,43,Normal,44,Normal,Organised,46,Medium,44,Press,48,Normal,Cover
AZ,2009/2010,Netherlands Eredivisie,55,Balanced,,Little,45,Mixed,Organised,40,Normal,30,Little,60,Normal,Organised,30,Deep,30,Contain,50,Normal,Cover
AZ,2010/2011,Netherlands Eredivisie,45,Balanced,,Little,31,Short,Organised,45,Normal,74,Lots,66,Normal,Organised,60,Medium,50,Press,65,Normal,Cover
AZ,2011/2012,Netherlands Eredivisie,46,Balanced,,Little,36,Mixed,Organised,47,Normal,48,Normal,52,Normal,Organised,60,Medium,65,Press,59,Normal,Cover
AZ,2013/2014,Netherlands Eredivisie,62,Balanced,,Little,40,Mixed,Organised,67,Risky,48,Normal,52,Normal,Organised,50,Medium,65,Press,59,Normal,Cover
AZ,2014/2015,Netherlands Eredivisie,52,Balanced,38,Normal,46,Mixed,Organised,60,Normal,56,Normal,52,Normal,Free Form,50,Medium,61,Press,55,Normal,Cover
AZ,2015/2016,Netherlands Eredivisie,50,Balanced,46,Normal,58,Mixed,Organised,67,Risky,56,Normal,50,Normal,Organised,50,Medium,61,Press,55,Normal,Cover
Genoa,2009/2010,Italy Serie A,70,Fast,,Little,50,Mixed,Organised,70,Risky,40,Normal,65,Normal,Organised,40,Medium,65,Press,30,Narrow,Cover
Genoa,2010/2011,Italy Serie A,65,Balanced,,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,Free Form,54,Medium,65,Press,35,Normal,Cover
Genoa,2011/2012,Italy Serie A,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
Genoa,2013/2014,Italy Serie A,64,Balanced,,Little,38,Mixed,Organised,66,Normal,67,Lots,49,Normal,Organised,46,Medium,47,Press,53,Normal,Offside Trap
Genoa,2014/2015,Italy Serie A,64,Balanced,52,Normal,68,Long,Organised,66,Normal,53,Normal,49,Normal,Organised,23,Deep,47,Press,53,Normal,Cover
Genoa,2015/2016,Italy Serie A,64,Balanced,52,Normal,68,Long,Organised,66,Normal,45,Normal,23,Little,Organised,27,Deep,47,Press,53,Normal,Cover
Feyenoord,2009/2010,Netherlands Eredivisie,30,Slow,,Little,30,Short,Organised,44,Normal,41,Normal,46,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
Feyenoord,2010/2011,Netherlands Eredivisie,47,Balanced,,Little,53,Mixed,Free Form,43,Normal,33,Little,32,Little,Organised,48,Medium,59,Press,53,Normal,Cover
Feyenoord,2011/2012,Netherlands Eredivisie,38,Balanced,,Little,34,Mixed,Organised,60,Normal,44,Normal,50,Normal,Organised,43,Medium,43,Press,54,Normal,Cover
Feyenoord,2013/2014,Netherlands Eredivisie,44,Balanced,,Little,44,Mixed,Organised,48,Normal,62,Normal,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover
Feyenoord,2014/2015,Netherlands Eredivisie,54,Balanced,40,Normal,60,Mixed,Organised,48,Normal,67,Lots,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover
Feyenoord,2015/2016,Netherlands Eredivisie,50,Balanced,33,Little,48,Mixed,Organised,48,Normal,67,Lots,31,Little,Organised,43,Medium,46,Press,40,Normal,Cover
Vitória Setúbal,2009/2010,Portugal Liga ZON Sagres,30,Slow,,Little,30,Short,Organised,60,Normal,50,Normal,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
Vitória Setúbal,2010/2011,Portugal Liga ZON Sagres,50,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
Vitória Setúbal,2011/2012,Portugal Liga ZON Sagres,56,Balanced,,Little,42,Mixed,Organised,54,Normal,52,Normal,52,Normal,Organised,37,Medium,37,Press,58,Normal,Cover
Vitória Setúbal,2013/2014,Portugal Liga ZON Sagres,56,Balanced,,Little,42,Mixed,Organised,54,Normal,52,Normal,52,Normal,Organised,37,Medium,37,Press,58,Normal,Cover
Vitória Setúbal,2014/2015,Portugal Liga ZON Sagres,56,Balanced,49,Normal,42,Mixed,Organised,54,Normal,52,Normal,52,Normal,Organised,37,Medium,37,Press,58,Normal,Cover
Vitória Setúbal,2015/2016,Portugal Liga ZON Sagres,58,Balanced,49,Normal,42,Mixed,Organised,54,Normal,52,Normal,52,Normal,Organised,37,Medium,37,Press,58,Normal,Cover
ES Troyes AC,2015/2016,France Ligue 1,49,Balanced,48,Normal,51,Mixed,Organised,52,Normal,49,Normal,46,Normal,Organised,43,Medium,42,Press,52,Normal,Cover
FC Zürich,2009/2010,Switzerland Super League,45,Balanced,,Little,60,Mixed,Organised,45,Normal,70,Lots,50,Normal,Organised,50,Medium,55,Press,50,Normal,Offside Trap
FC Zürich,2010/2011,Switzerland Super League,48,Balanced,,Little,56,Mixed,Organised,49,Normal,61,Normal,55,Normal,Organised,54,Medium,49,Press,60,Normal,Cover
FC Zürich,2011/2012,Switzerland Super League,62,Balanced,,Little,46,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
FC Zürich,2013/2014,Switzerland Super League,62,Balanced,,Little,46,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
FC Zürich,2014/2015,Switzerland Super League,62,Balanced,49,Normal,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
FC Zürich,2015/2016,Switzerland Super League,62,Balanced,49,Normal,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
Montpellier Hérault SC,2009/2010,France Ligue 1,35,Balanced,,Little,35,Mixed,Organised,55,Normal,35,Normal,70,Lots,Organised,70,High,70,Double,70,Wide,Offside Trap
Montpellier Hérault SC,2010/2011,France Ligue 1,50,Balanced,,Little,50,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,35,Medium,55,Press,65,Normal,Cover
Montpellier Hérault SC,2011/2012,France Ligue 1,52,Balanced,,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover
Montpellier Hérault SC,2013/2014,France Ligue 1,52,Balanced,,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover
Montpellier Hérault SC,2014/2015,France Ligue 1,52,Balanced,58,Normal,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,53,Medium,56,Press,48,Normal,Cover
Montpellier Hérault SC,2015/2016,France Ligue 1,54,Balanced,43,Normal,65,Mixed,Organised,48,Normal,49,Normal,45,Normal,Organised,53,Medium,56,Press,48,Normal,Cover
Hibernian,2009/2010,Scotland Premier League,70,Fast,,Little,70,Long,Organised,60,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
Hibernian,2010/2011,Scotland Premier League,48,Balanced,,Little,51,Mixed,Organised,52,Normal,64,Normal,52,Normal,Organised,47,Medium,47,Press,51,Normal,Cover
Hibernian,2011/2012,Scotland Premier League,55,Balanced,,Little,44,Mixed,Organised,46,Normal,48,Normal,44,Normal,Organised,42,Medium,40,Press,40,Normal,Cover
Hibernian,2013/2014,Scotland Premier League,60,Balanced,,Little,46,Mixed,Organised,58,Normal,48,Normal,44,Normal,Organised,47,Medium,46,Press,60,Normal,Cover
Aston Villa,2009/2010,England Premier League,70,Fast,,Little,59,Mixed,Organised,65,Normal,70,Lots,50,Normal,Free Form,30,Deep,70,Double,30,Narrow,Cover
Aston Villa,2010/2011,England Premier League,65,Balanced,,Little,50,Mixed,Organised,45,Normal,55,Normal,50,Normal,Organised,35,Medium,45,Press,65,Normal,Cover
Aston Villa,2011/2012,England Premier League,67,Fast,,Little,58,Mixed,Organised,44,Normal,60,Normal,56,Normal,Organised,43,Medium,50,Press,52,Normal,Cover
Aston Villa,2013/2014,England Premier League,63,Balanced,,Little,59,Mixed,Organised,52,Normal,55,Normal,34,Normal,Organised,39,Medium,41,Press,54,Normal,Cover
Aston Villa,2014/2015,England Premier League,66,Balanced,32,Little,72,Long,Organised,63,Normal,48,Normal,56,Normal,Organised,39,Medium,42,Press,52,Normal,Cover
Aston Villa,2015/2016,England Premier League,63,Balanced,37,Normal,54,Mixed,Organised,60,Normal,48,Normal,38,Normal,Organised,35,Medium,44,Press,54,Normal,Cover
Manchester United,2009/2010,England Premier League,70,Fast,,Little,45,Mixed,Organised,45,Normal,70,Lots,65,Normal,Free Form,40,Medium,50,Press,40,Normal,Cover
Manchester United,2010/2011,England Premier League,65,Balanced,,Little,40,Mixed,Organised,65,Normal,65,Normal,70,Lots,Free Form,45,Medium,45,Press,65,Normal,Cover
Manchester United,2011/2012,England Premier League,46,Balanced,,Little,54,Mixed,Organised,46,Normal,60,Normal,55,Normal,Organised,40,Medium,50,Press,56,Normal,Cover
Manchester United,2013/2014,England Premier League,46,Balanced,,Little,38,Mixed,Organised,46,Normal,68,Lots,37,Normal,Organised,49,Medium,49,Press,56,Normal,Cover
Manchester United,2014/2015,England Premier League,46,Balanced,34,Normal,54,Mixed,Organised,49,Normal,72,Lots,56,Normal,Organised,42,Medium,41,Press,56,Normal,Cover
Manchester United,2015/2016,England Premier League,38,Balanced,42,Normal,44,Mixed,Organised,49,Normal,44,Normal,40,Normal,Organised,54,Medium,53,Press,56,Normal,Cover
Newcastle United,2010/2011,England Premier League,55,Balanced,,Little,50,Mixed,Organised,60,Normal,50,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
Newcastle United,2011/2012,England Premier League,54,Balanced,,Little,54,Mixed,Organised,54,Normal,68,Lots,48,Normal,Organised,52,Medium,48,Press,42,Normal,Cover
Newcastle United,2013/2014,England Premier League,58,Balanced,,Little,72,Long,Organised,48,Normal,51,Normal,46,Normal,Organised,41,Medium,39,Press,51,Normal,Cover
Newcastle United,2014/2015,England Premier League,54,Balanced,33,Little,47,Mixed,Organised,47,Normal,51,Normal,39,Normal,Organised,56,Medium,54,Press,51,Normal,Cover
Newcastle United,2015/2016,England Premier League,58,Balanced,45,Normal,49,Mixed,Organised,47,Normal,54,Normal,46,Normal,Organised,41,Medium,39,Press,51,Normal,Cover
SC Braga,2009/2010,Portugal Liga ZON Sagres,30,Slow,,Little,30,Short,Organised,55,Normal,50,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
SC Braga,2010/2011,Portugal Liga ZON Sagres,30,Slow,,Little,30,Short,Organised,55,Normal,50,Normal,60,Normal,Organised,40,Medium,60,Press,50,Normal,Cover
SC Braga,2011/2012,Portugal Liga ZON Sagres,53,Balanced,,Little,46,Mixed,Organised,53,Normal,53,Normal,52,Normal,Organised,23,Deep,48,Press,39,Normal,Cover
SC Braga,2013/2014,Portugal Liga ZON Sagres,66,Balanced,,Little,54,Mixed,Organised,53,Normal,53,Normal,52,Normal,Organised,25,Deep,56,Press,39,Normal,Cover
SC Braga,2014/2015,Portugal Liga ZON Sagres,53,Balanced,35,Normal,55,Mixed,Organised,53,Normal,65,Normal,39,Normal,Organised,25,Deep,56,Press,39,Normal,Cover
SC Braga,2015/2016,Portugal Liga ZON Sagres,55,Balanced,35,Normal,55,Mixed,Organised,62,Normal,65,Normal,39,Normal,Organised,25,Deep,56,Press,39,Normal,Cover
Wisła Kraków,2009/2010,Poland Ekstraklasa,40,Balanced,,Little,35,Mixed,Organised,55,Normal,35,Normal,70,Lots,Organised,70,High,70,Double,65,Normal,Cover
Wisła Kraków,2010/2011,Poland Ekstraklasa,67,Fast,,Little,48,Mixed,Organised,53,Normal,63,Normal,67,Lots,Organised,58,Medium,47,Press,52,Normal,Cover
Wisła Kraków,2011/2012,Poland Ekstraklasa,25,Slow,,Little,25,Short,Organised,32,Safe,72,Lots,50,Normal,Organised,60,Medium,58,Press,61,Normal,Cover
Wisła Kraków,2013/2014,Poland Ekstraklasa,30,Slow,,Little,30,Short,Organised,32,Safe,72,Lots,50,Normal,Organised,60,Medium,58,Press,61,Normal,Cover
Wisła Kraków,2014/2015,Poland Ekstraklasa,47,Balanced,52,Normal,36,Mixed,Organised,36,Normal,53,Normal,66,Normal,Organised,60,Medium,66,Press,53,Normal,Cover
Wisła Kraków,2015/2016,Poland Ekstraklasa,33,Slow,49,Normal,37,Mixed,Free Form,33,Safe,37,Normal,31,Little,Free Form,62,Medium,58,Press,37,Normal,Cover
Valencia CF,2009/2010,Spain LIGA BBVA,30,Slow,,Little,30,Short,Free Form,55,Normal,60,Normal,70,Lots,Organised,55,Medium,60,Press,60,Normal,Offside Trap
Valencia CF,2010/2011,Spain LIGA BBVA,41,Balanced,,Little,40,Mixed,Organised,56,Normal,55,Normal,64,Normal,Free Form,40,Medium,48,Press,54,Normal,Cover
Valencia CF,2011/2012,Spain LIGA BBVA,20,Slow,,Little,35,Mixed,Organised,38,Normal,56,Normal,55,Normal,Organised,51,Medium,38,Press,59,Normal,Cover
Valencia CF,2013/2014,Spain LIGA BBVA,20,Slow,,Little,35,Mixed,Organised,38,Normal,56,Normal,55,Normal,Organised,51,Medium,38,Press,59,Normal,Cover
Valencia CF,2014/2015,Spain LIGA BBVA,30,Slow,45,Normal,35,Mixed,Organised,38,Normal,56,Normal,55,Normal,Organised,51,Medium,38,Press,59,Normal,Cover
Valencia CF,2015/2016,Spain LIGA BBVA,35,Balanced,46,Normal,35,Mixed,Organised,37,Normal,51,Normal,58,Normal,Organised,49,Medium,45,Press,53,Normal,Cover
Elche CF,2013/2014,Spain LIGA BBVA,55,Balanced,,Little,73,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover
Elche CF,2014/2015,Spain LIGA BBVA,55,Balanced,47,Normal,69,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover
VfB Stuttgart,2009/2010,Germany 1. Bundesliga,70,Fast,,Little,30,Short,Organised,60,Normal,70,Lots,70,Lots,Organised,65,Medium,50,Press,60,Normal,Cover
VfB Stuttgart,2010/2011,Germany 1. Bundesliga,64,Balanced,,Little,48,Mixed,Organised,60,Normal,62,Normal,56,Normal,Organised,45,Medium,56,Press,39,Normal,Cover
VfB Stuttgart,2011/2012,Germany 1. Bundesliga,50,Balanced,,Little,42,Mixed,Organised,56,Normal,66,Normal,48,Normal,Organised,47,Medium,44,Press,43,Normal,Cover
VfB Stuttgart,2013/2014,Germany 1. Bundesliga,59,Balanced,,Little,41,Mixed,Organised,58,Normal,66,Normal,65,Normal,Organised,47,Medium,52,Press,38,Normal,Cover
VfB Stuttgart,2014/2015,Germany 1. Bundesliga,54,Balanced,61,Normal,53,Mixed,Organised,60,Normal,56,Normal,48,Normal,Organised,46,Medium,54,Press,40,Normal,Cover
VfB Stuttgart,2015/2016,Germany 1. Bundesliga,59,Balanced,55,Normal,41,Mixed,Organised,58,Normal,66,Normal,48,Normal,Organised,41,Medium,44,Press,32,Narrow,Cover
Hércules Club de Fútbol,2010/2011,Spain LIGA BBVA,54,Balanced,,Little,55,Mixed,Organised,53,Normal,40,Normal,59,Normal,Organised,48,Medium,58,Press,53,Normal,Cover
Real Valladolid,2009/2010,Spain LIGA BBVA,55,Balanced,,Little,40,Mixed,Organised,45,Normal,30,Little,60,Normal,Organised,30,Deep,65,Press,30,Narrow,Cover
Real Valladolid,2013/2014,Spain LIGA BBVA,55,Balanced,,Little,54,Mixed,Organised,58,Normal,73,Lots,41,Normal,Organised,51,Medium,50,Press,60,Normal,Cover
